Act-1135,  Desc-1135,  0.64,  73.14,  44.95
Act-1136,  Desc-1136,  0.58,  72.78,  48.99
Act-1137,  Desc-1137,  0.57,  53.71,  44.56
Act-1138,  Desc-1138,  0.38,  59.18,  27.64
Act-1139,  Desc-1139,  0.29,  53.02,  14.82
Act-1140,  Desc-1140,  0.31,  59.05,  17.46
Act-1141,  Desc-1141,  0.13,  47.82,  11.34
Act-1142,  Desc-1142,  0.33,  46.38,  12.76
Act-1143,  Desc-1143,  0.43,  73.78,  42.44
Act-1144,  Desc-1144,  0.31,  76.4,  44.35
Act-1145,  Desc-1145,  0.4,  61.41,  44.01
Act-1146,  Desc-1146,  0.5,  89.43,  64.25
Act-1147,  Desc-1147,  2.47,  67.21,  65.54
Act-1148,  Desc-1148,  0.43,  80.71,  73.14
Act-1149,  Desc-1149,  0.29,  84.39,  54.77
Act-1150,  Desc-1150,  0.31,  80.13,  78.18
Act-1151,  Desc-1151,  0.28,  69.84,  56.85
Act-1152,  Desc-1152,  0.38,  63.64,  57.33
Act-1153,  Desc-1153,  0.47,  82.18,  44.92
Act-1154,  Desc-1154,  0.36,  82.17,  50.34
Act-1155,  Desc-1155,  0.25,  63.81,  56.94
Act-1156,  Desc-1156,  0.13,  65.44,  53.45
Act-1157,  Desc-1157,  0.37,  99,  99
Act-1158,  Desc-1158,  0.51,  99,  76.64
Act-1159,  Desc-1159,  0.53,  86.59,  72.7
Act-1160,  Desc-1160,  0.63,  48.46,  26
